,楼盘名,链接,地址,楼盘状态,楼盘类型,均价,居室类型,面积
1471,吉安龙城,http://gl.loupan.com/loupan/7032844.html,[临桂区],现房在售,住宅,4500, 二居  ，  三居  ，  四居 , 面积：89-154平米 
1472,湘江壹號,http://gl.loupan.com/loupan/7082565.html,[],现房在售,住宅,4500,null,null
1473,漓江蓝湾,http://gl.loupan.com/loupan/6183467.html,[八里街区],在售,住宅,4600, 二居  ，  三居 , 面积：69.23-140.27平米 
1474,梧桐墅五期十里花海,http://gl.loupan.com/loupan/7083255.html,[灵川县],期房在售,住宅,4600, 二居  ，  三居  ，  四居 , 面积：90-144平米 
1475,袭汇金色维也纳,http://gl.loupan.com/loupan/7032845.html,[灵川县],现房在售,住宅,4600, 二居  ，  三居 , 面积：88.00-130平米 
1476,源泉尚璟,http://gl.loupan.com/loupan/7078551.html,[临桂区],现房在售,住宅,4700, 一居  ，  二居  ，  三居 , 面积：47.64-120.68平米 
1477,汇通·尚居,http://gl.loupan.com/loupan/7075461.html,[临桂区],现房在售,住宅,4700, 一居  ，  二居  ，  三居 , 面积：41.63-126.84平米 
1478,金星阳光格林,http://gl.loupan.com/loupan/7075437.html,[灵川县],现房在售,住宅,4800, 三居 , 面积：132.37-139.99平米 
1479,中旗第5大道,http://gl.loupan.com/loupan/7083454.html,[八里街区],在售,住宅,4900, 一居  ，  二居  ，  三居 , 面积：59-129平米 
1480,宜和云天,http://gl.loupan.com/loupan/6183471.html,[临桂区],在售,住宅,4978, 一居  ，  二居  ，  三居 , 面积：51.84-118.09平米 
1481,泽森山水绿城,http://gl.loupan.com/loupan/7083511.html,[临桂区],期房在售,住宅,5000, 二居  ，  三居  ，  四居 , 面积：89-133平米 
1482,水岸新城,http://gl.loupan.com/loupan/6183518.html,[八里街区],在售,住宅,5000, 二居  ，  三居  ，  四居 , 面积：80.96-182.72平米 
1483,雁山新城,http://gl.loupan.com/loupan/7031476.html,[雁山区],在售,住宅,5000, 一居 , 面积：42-65平米 
1484,城南丽景阳光里,http://gl.loupan.com/loupan/7075445.html,[象山区],现房在售,住宅,5000, 三居 , 面积：95.33-96.9平米 
1485,桂林电子商城,http://gl.loupan.com/loupan/6183547.html,[临桂区],在售,住宅,5000,null,null
1486,合凯山水国际,http://gl.loupan.com/loupan/7075485.html,[临桂区],现房在售,住宅,5300, 二居  ，  三居  ，  四居 , 面积：91.45-136.92平米 
1487,和欣西堤春天,http://gl.loupan.com/loupan/7081527.html,[临桂区],期房在售,住宅,5300, 二居  ，  三居 , 面积：49.16-110.33平米 
1488,众阳华城,http://gl.loupan.com/loupan/7075400.html,[临桂区],现房在售,住宅,5400, 三居  ，  四居 , 面积：91-132平米 
1489,山水凤凰城,http://gl.loupan.com/loupan/6183440.html,[临桂区],在售,住宅,5500, 二居  ，  三居  ，  四居 , 面积：72.63-128.93平米 
1490,福达万鹂华庭,http://gl.loupan.com/loupan/7081709.html,[临桂区],期房在售,住宅,5500,null,null
1491,兴荣郡,http://gl.loupan.com/loupan/7031206.html,[临桂区],在售,住宅,5500, 三居  ，  四居 , 面积：73.00-108.00平米 
1492,华鼎·雍王府,http://gl.loupan.com/loupan/7032847.html,[临桂区],现房在售,住宅,5500, 一居  ，  二居  ，  三居 , 面积：55.56-127.57平米 
1493,中旗•第五大道,http://gl.loupan.com/loupan/7075441.html,[八里街区],现房在售,住宅,5500, 一居  ，  二居  ，  三居 , 面积：43.32-129平米 
1494,永福碧桂园,http://gl.loupan.com/loupan/7076761.html,[大桂林],期房在售,住宅,5500, 四居  ，  五居 , 面积：127-215平米 
1495,碧桂园山河郡,http://gl.loupan.com/loupan/7075474.html,[大桂林],现房在售,住宅,5500,null,null
1496,彰泰滟澜山,http://gl.loupan.com/loupan/7075429.html,[临桂区],现房在售,住宅,5600, 三居  ，  四居  ，  五居 , 面积：88.54-120.53平米 
1497,灵川碧桂园,http://gl.loupan.com/loupan/7079769.html,[灵川县],期房在售,住宅,5688, 三居  ，  四居  ，  五居 , 面积：118-215平米 
1498,彰泰欢乐颂,http://gl.loupan.com/loupan/7075479.html,[临桂区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：72-138平米 
1499,顺祥天骄,http://gl.loupan.com/loupan/7075467.html,[八里街区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：66.64-128.56平米 
1500,顺祥城,http://gl.loupan.com/loupan/7075495.html,[八里街区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：70.24-123.65平米 
1501,和公馆,http://gl.loupan.com/loupan/7074323.html,[临桂区],现房在售,住宅,5700, 三居  ，  四居  ，  五居 , 面积：107.74-176.4平米 
1502,花语倾城,http://gl.loupan.com/loupan/7031391.html,[临桂区],现房在售,住宅,5800, 三居  ，  四居 , 面积：85.9-126.87平米 
1503,彰泰红,http://gl.loupan.com/loupan/7079082.html,[临桂区],现房在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：97.5-144平米 
1504,滨江云尚,http://gl.loupan.com/loupan/7081236.html,[临桂区],期房在售,住宅,5800, 一居  ，  三居 , 面积：61-122平米 
1505,桂林彰泰郡,http://gl.loupan.com/loupan/7080292.html,[临桂区],期房在售,住宅,5800, 三居  ，  四居  ，  五居 , 面积：91-140平米 
1506,时代枫林,http://gl.loupan.com/loupan/7082043.html,[临桂区],期房在售,住宅,5800, 二居  ，  三居 , 面积：79-126平米 
1507,滨江明珠,http://gl.loupan.com/loupan/7077628.html,[临桂区],现房在售,住宅,5900, 二居  ，  三居  ，  四居 , 面积：94.87-137.10平米 
1508,地王国际,http://gl.loupan.com/loupan/7075491.html,[临桂区],现房在售,住宅,5999, 三居 , 面积：132.06-132.06平米 
1509,润鸿水尚,http://gl.loupan.com/loupan/6183433.html,[象山区],在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：88-226.85平米 
1510,碧园·印象桂林,http://gl.loupan.com/loupan/6183456.html,[临桂区],在售,住宅,6000,null,null
1511,联发·悦溪府,http://gl.loupan.com/loupan/7080871.html,[临桂区],期房在售,住宅,6000, 三居  ，  四居  ，  五居 , 面积：89-140平米 
1512,慧泽华府,http://gl.loupan.com/loupan/6183474.html,[大桂林],在售,住宅,6000,null,null
1513,兴盛·天鹅堡,http://gl.loupan.com/loupan/7075411.html,[临桂区],现房在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：65.88-181.62平米 
1514,永桂明珠,http://gl.loupan.com/loupan/7075412.html,[临桂区],现房在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：92-140平米 
1515,秀兰郡府,http://gl.loupan.com/loupan/7081441.html,[临桂区],期房在售,住宅,6200, 二居  ，  三居 , 面积：66-120平米 
1516,桂林吾悦华府,http://gl.loupan.com/loupan/7083467.html,[临桂区],期房在售,住宅,6300, 二居  ，  三居  ，  四居 , 面积：98-142平米 
1517,竣为景观360,http://gl.loupan.com/loupan/7076504.html,[七星区],在售,住宅,6300, 三居 , 面积：134.93-134.93平米 
1518,顺祥别院,http://gl.loupan.com/loupan/7081981.html,[大桂林],期房在售,住宅,6400, 二居  ，  三居  ，  四居 , 面积：74-120平米 
1519,碧桂园剑桥郡,http://gl.loupan.com/loupan/7083219.html,[临桂区],在售,住宅,6488,null,null
1520,飞扬国际,http://gl.loupan.com/loupan/6183494.html,[临桂区],在售,住宅,6500,null,null
1521,万象·芭堤雅,http://gl.loupan.com/loupan/6183483.html,[临桂区],在售,住宅,6588,null,null
1522,雙悦山,http://gl.loupan.com/loupan/7081255.html,[大桂林],在售,住宅,6600, 三居 , 面积：34.55-49.93平米 
1523,桂林奥林匹克花园,http://gl.loupan.com/loupan/6183451.html,[临桂区],在售,住宅,6800, 二居  ，  三居 , 面积：85.36-135.18平米 
1524,城中雅居,http://gl.loupan.com/loupan/7093641.html,[秀峰区],在售,住宅,7000, 三居  ，  四居 , 面积：71.02-104.13平米 
1525,桂林吾悦广场,http://gl.loupan.com/loupan/7080731.html,[临桂区],期房在售,住宅,7200,null,null
1526,坤龙漓江湾,http://gl.loupan.com/loupan/7075448.html,[象山区],现房在售,住宅,7400, 三居 , 面积：130.47-139.03平米 
1527,华鼎幸福里,http://gl.loupan.com/loupan/6183477.html,[叠彩区],现房在售,住宅,7400, 一居  ，  二居  ，  三居 , 面积：20-127平米 
1528,桂林恒大城,http://gl.loupan.com/loupan/7075478.html,[临桂区],现房在售,住宅,7500, 二居  ，  三居  ，  四居 , 面积：81-136.68平米 
1529,桂林国际智慧商城,http://gl.loupan.com/loupan/7075451.html,[临桂区],现房在售,住宅,7500, 二居  ，  三居 , 面积：66.8-106.58平米 
1530,耀和荣裕,http://gl.loupan.com/loupan/6183481.html,[秀峰区],期房在售,住宅,7600,null,null
1531,宁铁和平佳园,http://gl.loupan.com/loupan/7084481.html,[叠彩区],现房在售,住宅,7800,null,null
1532,中糖·大城小院,http://gl.loupan.com/loupan/7075447.html,[临桂区],现房在售,住宅,8000, 二居  ，  三居  ，  四居 , 面积：43.9-77.38平米 
1533, 桂林华润中心,http://gl.loupan.com/loupan/7031345.html,[秀峰区],期房在售,住宅,8800, 一居  ，  二居  ，  三居 , 面积：34-166平米 
1534,兴进·御园,http://gl.loupan.com/loupan/7083735.html,[七星区],期房在售,住宅,8900, 三居  ，  四居 , 面积：89-135平米 
1535,翡翠潮庭·亚朵产权酒店,http://gl.loupan.com/loupan/7077884.html,[七星区],现房在售,住宅,9000, 一居 , 面积：56-90平米 
1536,象山博望园,http://gl.loupan.com/loupan/7031405.html,[象山区],现房在售,住宅,9000, 一居  ，  二居  ，  三居 , 面积：36.5-119平米 
1537,理想岭域,http://gl.loupan.com/loupan/7075421.html,[秀峰区],现房在售,住宅,9000,null,null
1538,兴宸山水中央,http://gl.loupan.com/loupan/7075426.html,[象山区],现房在售,住宅,9200, 二居  ，  三居 , 面积：92-125平米 
1539,百年荟城市广场,http://gl.loupan.com/loupan/7075406.html,[象山区],现房在售,住宅,9200, 一居  ，  二居  ，  三居 , 面积：38-141平米 
1540,恒大江湾,http://gl.loupan.com/loupan/7031390.html,[叠彩区],期房在售,住宅,9500, 二居  ，  三居  ，  四居 , 面积：74.6-141.73平米 
1541,兴达·江山领秀,http://gl.loupan.com/loupan/6183531.html,[七星区],在售,住宅,9500, 三居  ，  四居 , 面积：152-224平米 
1542,朝阳1号,http://gl.loupan.com/loupan/7075466.html,[七星区],现房在售,住宅,9888, 一居  ，  二居  ，  三居 , 面积：5052.3-75.682.3平米 
1543,桂林国学府,http://gl.loupan.com/loupan/7081713.html,[七星区],期房在售,住宅,12000, 三居  ，  四居 , 面积：98-137平米 
1544,漓江盘龙湾,http://gl.loupan.com/loupan/7084536.html,[大桂林],待售,住宅,12000,null,null
1545,荣和林溪府,http://gl.loupan.com/loupan/7075402.html,[秀峰区],现房在售,住宅,12500, 三居  ，  四居  ，  五居 , 面积：88-235.5平米 
1546,碧桂园·漓江公馆,http://gl.loupan.com/loupan/7081185.html,[大桂林],期房在售,住宅,12500, 三居  ，  四居  ， , 面积：145-268平米 
1547,阳光100原味漓江,http://gl.loupan.com/loupan/7075418.html,[大桂林],现房在售,住宅,15000, 一居  ，  三居  ，  四居 , 面积：54-185.04平米 
1548,天基天著,http://gl.loupan.com/loupan/7075470.html,[秀峰区],现房在售,住宅,17000, 一居  ，  二居  ，  三居 , 面积：16-4551平米 
1549,安厦漓江院子,http://gl.loupan.com/loupan/7075403.html,[象山区],现房在售,住宅,19000, 二居  ，  三居  ，  四居 , 面积：81.23-241.3平米 
1550,中房阳光,http://gl.loupan.com/loupan/7031361.html,[叠彩区],期房在售,住宅,4988,null,null
1551,凯立达·山水郡,http://gl.loupan.com/loupan/7078232.html,[临桂区],期房在售,住宅,4800, 一居  ，  二居 , 面积：62.57-98.47平米 
1552,东兴花园,http://gl.loupan.com/loupan/7092712.html,[],待售,住宅,3300, 三居  ，  四居 , 面积：118-146.41平米 
1553,中远豪庭,http://gl.loupan.com/loupan/7030755.html,[临桂区],售完,住宅,4500, 三居 , 面积：107-107平米 
1554,广汇·御观山,http://gl.loupan.com/loupan/7076703.html,[临桂区],售完,住宅,5300, 二居  ，  三居 , 面积：88-126平米 
1555,彰泰清华园,http://gl.loupan.com/loupan/7076929.html,[秀峰区],售完,住宅,7600, 二居  ，  三居  ，  四居 , 面积：81-302平米 
1556,远辰国际文化新城,http://gl.loupan.com/loupan/6183484.html,[],售完,住宅,价格待定,null,null
1557,红街商业广场,http://gl.loupan.com/loupan/6183551.html,[象山区],售完,住宅,价格待定,null,null
1558,彰泰公园1号,http://gl.loupan.com/loupan/6183532.html,[],售完,住宅,价格待定,null,null
1559,漓江明珠,http://gl.loupan.com/loupan/6183527.html,[八里街区],售完,住宅,价格待定, 一居  ，  二居  ，  三居 ,null
1560,龙仕银座国际,http://gl.loupan.com/loupan/7075410.html,[临桂区],现房售完,住宅,价格待定, 二居  ，  三居 , 面积：87.41-131.93平米 
1561,七星新城,http://gl.loupan.com/loupan/6183530.html,[七星区],售完,住宅,价格待定,null,null
1562,兴汇城,http://gl.loupan.com/loupan/6183536.html,[],售完,住宅,价格待定,null,null
1563,嘉华府邸,http://gl.loupan.com/loupan/6183542.html,[],售完,住宅,价格待定,null,null
1564,浩天岭都,http://gl.loupan.com/loupan/6183523.html,[],售完,住宅,价格待定, 二居  ，  三居 ,null
1565,时代名城,http://gl.loupan.com/loupan/6183508.html,[],售完,住宅,价格待定, 一居  ，  二居  ，  三居 ,null
1566,梧桐墅,http://gl.loupan.com/loupan/6183462.html,[],售完,住宅,价格待定, 二居 ,null
1567,兴进·上誉,http://gl.loupan.com/loupan/7031427.html,[七星区],售完,住宅,价格待定,null,null
1568,桂林东盟城市广场,http://gl.loupan.com/loupan/6183550.html,[],售完,住宅,价格待定,null,null
1569,人民大厦,http://gl.loupan.com/loupan/6183548.html,[],售完,住宅,价格待定,null,null
1570,长岛16区,http://gl.loupan.com/loupan/6183482.html,[],售完,住宅,价格待定, 二居  ，  三居  ，  五居 ,null
1571,广昊古圩新城,http://gl.loupan.com/loupan/6183521.html,[],售完,住宅,价格待定,null,null
1572,鸿通世纪华庭,http://gl.loupan.com/loupan/6183529.html,[],售完,住宅,价格待定,null,null
1573,七彩锦绣前城,http://gl.loupan.com/loupan/6183519.html,[八里街区],售完,住宅,价格待定, 三居 ,null
1574,水榭花都,http://gl.loupan.com/loupan/6183524.html,[八里街区],售完,住宅,价格待定, 一居 ,null
1575,新城国际,http://gl.loupan.com/loupan/6183545.html,[],售完,住宅,价格待定,null,null
1576,桂林大学城百花园,http://gl.loupan.com/loupan/6183544.html,[],售完,住宅,价格待定,null,null
1577,兴盛前城,http://gl.loupan.com/loupan/6183535.html,[],售完,住宅,价格待定, 一居  ，  二居  ，  三居 ,null
1578,袭汇旺角名门,http://gl.loupan.com/loupan/6183520.html,[],售完,住宅,价格待定,null,null
1579,兴安文化新城,http://gl.loupan.com/loupan/6183492.html,[],售完,住宅,价格待定,null,null
1580,苏桥东街,http://gl.loupan.com/loupan/6183435.html,[],售完,住宅,1880, 二居  ，  三居 ,null
1581,欧亚西城国际,http://gl.loupan.com/loupan/6183479.html,[],售完,住宅,2200,null,null
1582,碧水湾公馆,http://gl.loupan.com/loupan/6183495.html,[],售完,住宅,2300,null,null
1583,东方御景,http://gl.loupan.com/loupan/6183534.html,[],售完,住宅,2700, 三居 ,null
1584,灵湘半岛,http://gl.loupan.com/loupan/6183540.html,[],售完,住宅,3000,null,null
1585,宏鑫锦江国际,http://gl.loupan.com/loupan/6183525.html,[],售完,住宅,3200,null,null
1586,开元漓江上城,http://gl.loupan.com/loupan/6183453.html,[],售完,住宅,3300,null,null
1587,坤龙绿源雅居,http://gl.loupan.com/loupan/6183507.html,[],售完,住宅,3400,null,null
1588,江上御都,http://gl.loupan.com/loupan/6183546.html,[八里街区],售完,住宅,3666,null,null
1589,新都尚品,http://gl.loupan.com/loupan/6183526.html,[],售完,住宅,3700, 二居  ，  三居 ,null
1590,意隆景苑,http://gl.loupan.com/loupan/7075423.html,[八里街区],现房售完,住宅,3700, 二居 , 面积：64.25-64.25平米 
1591,康馨里居,http://gl.loupan.com/loupan/6183497.html,[],售完,住宅,3700, 一居  ，  二居  ，  三居 ,null
1592,顺鸿一品尚城,http://gl.loupan.com/loupan/6183486.html,[],售完,住宅,3765,null,null
1593,金汇嘉园,http://gl.loupan.com/loupan/6183455.html,[临桂区],售完,住宅,3800,null,null
1594,盛达桃源里畔,http://gl.loupan.com/loupan/6183522.html,[八里街区],售完,住宅,3800,null,null
1595,顺福国际花城,http://gl.loupan.com/loupan/6183502.html,[],售完,住宅,3800,null,null
1596,盈海花园,http://gl.loupan.com/loupan/7075446.html,[临桂区],现房售完,住宅,3800, 一居  ，  二居  ，  三居 , 面积：29.61-136.59平米 
1597,都市心语,http://gl.loupan.com/loupan/6183460.html,[],售完,住宅,3800,null,null
1598,袭汇果岭春天,http://gl.loupan.com/loupan/6183425.html,[临桂区],售完,住宅,3900,null,null
1599,大龙西城新天地,http://gl.loupan.com/loupan/6183465.html,[临桂区],售完,住宅,3900,null,null
1600,昌泰千秋大厦,http://gl.loupan.com/loupan/6183466.html,[八里街区],售完,住宅,4000,null,null
1601,金枝御林,http://gl.loupan.com/loupan/6183441.html,[八里街区],售完,住宅,4000, 二居  ，  三居 ,null
1602,东升旭日华庭,http://gl.loupan.com/loupan/6183461.html,[八里街区],售完,住宅,4000,null,null
1603,富景海派公馆,http://gl.loupan.com/loupan/6183499.html,[],售完,住宅,4000,null,null
1604,八里街1号,http://gl.loupan.com/loupan/6183489.html,[八里街区],售完,住宅,4100, 三居 ,null
1605,信和书香居,http://gl.loupan.com/loupan/6183506.html,[临桂区],售完,住宅,4100,null,null
1606,丽泽佳园,http://gl.loupan.com/loupan/6183491.html,[临桂区],售完,住宅,4150, 二居  ，  三居 ,null
1607,漓水书香,http://gl.loupan.com/loupan/6183458.html,[八里街区],售完,住宅,4200, 一居  ，  三居 ,null
1608,瀚浩君临华庭,http://gl.loupan.com/loupan/6183437.html,[临桂区],售完,住宅,4200,null,null
1609,云顶御峰,http://gl.loupan.com/loupan/6183487.html,[临桂区],售完,住宅,4200,null,null
1610,金泽众望城,http://gl.loupan.com/loupan/7075435.html,[八里街区],现房售完,住宅,4200, 二居  ，  三居  ，  四居 , 面积：80.97-133.3平米 
1611,碧园香樟林,http://gl.loupan.com/loupan/6183450.html,[临桂区],售完,住宅,4300,null,null
1612,阳光左岸,http://gl.loupan.com/loupan/6183514.html,[临桂区],售完,住宅,4300,null,null
1613,古东瀑布度假酒店,http://gl.loupan.com/loupan/6183516.html,[大桂林],售完,住宅,4300,null,null
1614,青青家园,http://gl.loupan.com/loupan/6183475.html,[八里街区],售完,住宅,4300, 一居  ，  二居  ，  三居 ,null
1615,合凯山水华庭,http://gl.loupan.com/loupan/7075431.html,[临桂区],现房售完,住宅,4400, 三居 , 面积：112.6-119.05平米 
1616,金霖华庭,http://gl.loupan.com/loupan/6183528.html,[八里街区],售完,住宅,4500,null,null
1617,金水湾及第苑,http://gl.loupan.com/loupan/6183500.html,[临桂区],售完,住宅,4500,null,null
1618,阳光叠彩,http://gl.loupan.com/loupan/6183488.html,[叠彩区],售完,住宅,4600,null,null
1619,花样年花样城,http://gl.loupan.com/loupan/6183444.html,[],售完,住宅,4600,null,null
1620,坤龙西城国阙,http://gl.loupan.com/loupan/7075438.html,[临桂区],现房售完,住宅,4700, 二居  ，  三居 , 面积：82.96-128.20平米 
1621,翰林天骄,http://gl.loupan.com/loupan/6183457.html,[八里街区],售完,住宅,4800,null,null
1622,时代香耕苑,http://gl.loupan.com/loupan/6183459.html,[临桂区],售完,住宅,5237,null,null
1623,顺祥南洲1号,http://gl.loupan.com/loupan/7075440.html,[八里街区],现房售完,住宅,5300,null,null
1624,联达山与城,http://gl.loupan.com/loupan/6183469.html,[象山区],售完,住宅,5400, 一居  ，  三居 ,null
1625,华骊茗城,http://gl.loupan.com/loupan/6183446.html,[临桂区],售完,住宅,5500, 二居  ，  三居 , 面积：114-128.45平米 
1626,悠山华庭,http://gl.loupan.com/loupan/7075460.html,[象山区],现房售完,住宅,5500,null,null
1627,鑫隆公园大地,http://gl.loupan.com/loupan/6183439.html,[临桂区],售完,住宅,5500,null,null
1628,鑫灿爱琴湾畔,http://gl.loupan.com/loupan/6183452.html,[叠彩区],售完,住宅,5600, 一居  ，  二居  ，  三居 , 面积：34.8-105.43平米 
1629,安厦尚城风景,http://gl.loupan.com/loupan/6183445.html,[象山区],售完,住宅,5800,null,null
1630,玉柴博望园,http://gl.loupan.com/loupan/6183431.html,[八里街区],售完,住宅,5880, 三居 ,null
1631,翡翠潮庭,http://gl.loupan.com/loupan/7075484.html,[七星区],售完,住宅,5900,null,null
1632,中旗哈佛中心,http://gl.loupan.com/loupan/6183513.html,[八里街区],售完,住宅,5900,null,null
1633,彰泰·城市1号,http://gl.loupan.com/loupan/7077278.html,[临桂区],现房售完,住宅,5900,null,null
1634, 冠泰中隐小城,http://gl.loupan.com/loupan/7075420.html,[秀峰区],现房售完,住宅,6200,null,null
1635,中海元居,http://gl.loupan.com/loupan/6183447.html,[七星区],售完,住宅,6500,null,null
1636,彰泰新城,http://gl.loupan.com/loupan/7075413.html,[临桂区],现房售完,住宅,6500,null,null
1637,悠山郡,http://gl.loupan.com/loupan/7031430.html,[象山区],售完,住宅,6500, 二居  ，  三居 , 面积：80.00-107.00平米 
1638,花千树,http://gl.loupan.com/loupan/7031407.html,[叠彩区],现房售完,住宅,6600,null,null
1639,东晖国际公馆,http://gl.loupan.com/loupan/6183473.html,[七星区],售完,住宅,6700,null,null
1640,江与城,http://gl.loupan.com/loupan/7031465.html,[叠彩区],期房售完,住宅,6800, 二居  ，  三居 , 面积：75.2-122.67平米 
1641,山水阳光城,http://gl.loupan.com/loupan/6183476.html,[叠彩区],售完,住宅,6800,null,null
1642,广汇桂林郡,http://gl.loupan.com/loupan/6183533.html,[叠彩区],售完,住宅,6800,null,null
1643,万象城,http://gl.loupan.com/loupan/6183442.html,[象山区],售完,住宅,7000,null,null
1644,联发旭景,http://gl.loupan.com/loupan/6183426.html,[七星区],售完,住宅,7000,null,null
1645,兴进臻园,http://gl.loupan.com/loupan/6183436.html,[象山区],售完,住宅,7100,null,null
1646,冠泰水晶城,http://gl.loupan.com/loupan/6183427.html,[七星区],售完,住宅,7483,null,null
1647,金地怡和东岸,http://gl.loupan.com/loupan/6183493.html,[七星区],售完,住宅,7500,null,null
1648,广汇湖光山色,http://gl.loupan.com/loupan/6183498.html,[叠彩区],售完,住宅,7500,null,null
1649,万正西区国际,http://gl.loupan.com/loupan/6183517.html,[象山区],售完,住宅,7500,null,null
1650,锦豪·迪亚小城,http://gl.loupan.com/loupan/7075483.html,[七星区],现房在售,住宅,6600,null,null
1651,鹏程金色城市,http://gl.loupan.com/loupan/7075456.html,[八里街区],现房在售,住宅,4988, 一居  ，  二居  ，  三居 , 面积：73.44-129.94平米 
1652,信昌棠棣之华,http://gl.loupan.com/loupan/7031349.html,[七星区],在售,住宅,9500, 一居  ，  二居  ，  三居 , 面积：34.32-142.05平米 
1653,双悦SOHO,http://gl.loupan.com/loupan/7075472.html,[八里街区],现房在售,住宅,5300, 二居  ，  三居  ，  四居 , 面积：85-131.8平米 
1654,三元极第,http://gl.loupan.com/loupan/6183470.html,[八里街区],在售,住宅,4500, 一居  ，  二居  ，  三居 , 面积：115-127.27平米 
1655,雅云尚城,http://gl.loupan.com/loupan/7030701.html,[八里街区],现房在售,住宅,5000, 三居  ，  四居 , 面积：84.85-124.60平米 
1656,瑞锦欣城,http://gl.loupan.com/loupan/7030735.html,[临桂区],现房在售,住宅,5600, 二居  ，  三居  ，  四居 , 面积：87-157平米 
1657,瑞锦国际商贸城·浙商大酒店,http://gl.loupan.com/loupan/7078639.html,[大桂林],在售,住宅,7000, 一居  ，  二居 , 面积：42-89平米 
1658,桂林恒大广场,http://gl.loupan.com/loupan/7075409.html,[叠彩区],现房在售,住宅,7100, 三居  ，  四居 , 面积：186.29-276.63平米 
1659,天骄·紫东新城,http://gl.loupan.com/loupan/7080082.html,[大桂林],在售,住宅,4800, 二居  ，  三居  ，  四居 , 面积：89.07-143.07平米 
1660,三祺·澜湖国际,http://gl.loupan.com/loupan/7075424.html,[临桂区],现房在售,住宅,5600, 二居  ，  三居  ，  四居 , 面积：92.83-185.79平米 
1661,耀辉·美好家园,http://gl.loupan.com/loupan/6183428.html,[临桂区],在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：60.55-263.84平米 
1662,安厦·麒麟湾畔,http://gl.loupan.com/loupan/7077329.html,[临桂区],在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：83.06-367.76平米 
1663,花样年·麓湖国际社区,http://gl.loupan.com/loupan/6183443.html,[临桂区],在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：79.96-135平米 
1664,慧佳城,http://gl.loupan.com/loupan/7075442.html,[临桂区],现房在售,住宅,6200, 三居  ，  四居 , 面积：91.37-136.9平米 
1665,彰泰金桥水岸,http://gl.loupan.com/loupan/7075401.html,[临桂区],现房在售,住宅,6300, 二居  ，  三居  ，  四居 , 面积：72-120平米 
1666,汇金万象新城,http://gl.loupan.com/loupan/7077130.html,[八里街区],在售,住宅,7500, 一居  ，  二居  ，  三居 , 面积：76.9-240平米 
1667,安厦漓江大美,http://gl.loupan.com/loupan/7031463.html,[象山区],在售,住宅,8500, 二居  ，  三居  ，  四居 , 面积：70.79-153.10平米 
1668,兴进·漓江郡府,http://gl.loupan.com/loupan/7031310.html,[七星区],在售,住宅,12500, 二居  ，  三居  ，  四居 , 面积：83-257平米 
1669,HAO悦国际,http://gl.loupan.com/loupan/7079596.html,[象山区],在售,住宅,8500,null, 面积：64.01-64.01平米 
1670,新裕公馆,http://gl.loupan.com/loupan/7075492.html,[七星区],现房在售,住宅,7300, 二居  ，  三居 , 面积：83.52-129平米 
1671,彰泰橘子郡,http://gl.loupan.com/loupan/7075398.html,[叠彩区],现房在售,住宅,5388, 三居  ，  四居 , 面积：89-126平米 
1672,龙光·普罗旺斯,http://gl.loupan.com/loupan/7076734.html,[象山区],在售,住宅,6500, 三居  ，  四居  ，  五居 , 面积：88.82-223.63平米 
1673,大龙湾,http://gl.loupan.com/loupan/7075464.html,[秀峰区],现房在售,住宅,11000, 三居  ，  四居 , 面积：98-140平米 
1674,汇荣·桂林桂林,http://gl.loupan.com/loupan/7076509.html,[临桂区],在售,住宅,6500, 二居  ，  三居  ，  四居 , 面积：76.96-133平米 
1675,飞虎林居,http://gl.loupan.com/loupan/7032849.html,[大桂林],现房在售,住宅,5100, 一居  ，  二居  ，  三居 , 面积：43-138.9平米 
1676,飞虎林居·主题式酒店公寓,http://gl.loupan.com/loupan/6183429.html,[临桂区],现房在售,住宅,6100,null, 面积：51-51平米 
1677,桂林碧桂园,http://gl.loupan.com/loupan/7075458.html,[临桂区],现房在售,住宅,7300, 二居  ，  三居  ，  四居 , 面积：72-818平米 
1678,桂林国奥城,http://gl.loupan.com/loupan/7031337.html,[叠彩区],在售,住宅,9200, 三居  ，  四居 , 面积：89-215平米 
1679,万鑫商贸广场· 曼哈顿酒店,http://gl.loupan.com/loupan/7079991.html,[叠彩区],在售,住宅,9500,null,null
1680, 融创桂林文旅城,http://gl.loupan.com/loupan/7031322.html,[七星区],现房在售,住宅,8600, 二居  ，  三居  ，  四居 , 面积：75-138平米 
1681,彰泰峰誉,http://gl.loupan.com/loupan/7031338.html,[八里街区],现房在售,住宅,5200, 一居  ，  二居  ，  三居 , 面积：39-137平米 
1682,信和信大中华养生谷,http://gl.loupan.com/loupan/7075482.html,[临桂区],现房在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：88.5-179.06平米 
